frame_idx,wall_t,ms_capture,ms_preproc,ms_framediff,ms_total,phase,state,sensor_age_ms
849,1777427245.851943,1.992,2.030,,35.943,,31.599,0.004,,active,tracking,77.68,,,,0,
850,1777427245.892884,1.965,2.109,,40.795,,31.831,4.549,,active,tracking,85.27,,,,0,
851,1777427245.929904,2.174,2.090,,36.865,,32.258,0.004,,active,tracking,88.92,,,,0,
852,1777427245.967428,2.348,2.108,,37.370,,32.545,0.004,,active,tracking,93.09,,,,0,
853,1777427246.009054,1.955,2.013,,41.496,,32.497,4.580,,active,tracking,101.35,,,,0,
854,1777427246.045054,2.026,1.995,,35.853,,31.508,0.004,,active,tracking,70.60,,,,0,
855,1777427246.081057,1.981,2.019,,35.858,,31.536,0.006,,active,tracking,73.26,,,,0,
856,1777427246.126885,1.958,2.026,,45.682,,36.743,4.611,,active,tracking,85.71,,,,0,
857,1777427246.163957,2.155,2.114,,36.923,,32.296,0.005,,active,tracking,89.41,,,,0,
858,1777427246.201589,2.476,2.162,,37.489,,32.441,0.005,,active,tracking,93.71,,,,0,
859,1777427246.243437,2.212,2.048,,41.465,,32.381,4.496,,active,tracking,68.82,,,,0,
860,1777427246.279648,2.047,2.022,,36.067,,31.671,0.004,,active,tracking,71.66,,,,0,
861,1777427246.315900,1.985,1.994,,36.107,,31.805,0.005,,active,tracking,74.55,,,,0,
862,1777427246.356504,1.992,2.043,,40.458,,31.617,4.466,,active,tracking,81.77,,,,0,
863,1777427246.393092,2.170,2.077,,36.432,,31.837,0.004,,active,tracking,85.00,,,,0,
864,1777427246.430308,2.107,2.155,,37.065,,32.458,0.006,,active,tracking,88.85,,,,0,
865,1777427246.472596,2.066,2.314,,42.136,,32.565,4.842,,active,tracking,97.78,,,,0,
866,1777427246.508487,2.006,1.992,,35.748,,31.417,0.005,,active,tracking,66.96,,,,0,
867,1777427246.544561,1.978,2.019,,35.934,,31.621,0.004,,active,tracking,69.65,,,,0,
868,1777427246.584888,1.970,2.016,,40.181,,31.385,4.482,,active,tracking,76.63,,,,0,
869,1777427246.621415,2.079,2.090,,36.380,,31.835,0.006,,active,tracking,79.74,,,,0,
870,1777427246.658033,1.995,2.175,,36.476,,31.965,0.006,,active,tracking,83.00,,,,0,
871,1777427246.699726,2.088,2.129,,41.549,,32.342,4.644,,active,tracking,91.37,,,,0,
872,1777427246.736563,2.107,1.994,,36.702,,32.292,0.004,,active,tracking,61.48,,,,0,
873,1777427246.773202,1.933,2.014,,36.507,,32.239,0.005,,active,tracking,64.75,,,,0,
874,1777427246.813641,1.962,2.011,,40.297,,31.380,4.568,,active,tracking,71.82,,,,0,
875,1777427246.850053,2.008,2.072,,36.270,,31.863,0.005,,active,tracking,74.88,,,,0,
876,1777427246.886217,1.941,2.061,,36.021,,31.692,0.005,,active,tracking,77.67,,,,0,
877,1777427246.927406,1.935,2.085,,41.040,,31.968,4.706,,active,tracking,85.48,,,,0,
878,1777427246.964439,2.173,2.096,,36.879,,32.254,0.007,,active,tracking,89.14,,,,0,
879,1777427247.001786,2.239,2.095,,37.201,,32.532,0.005,,active,tracking,93.15,,,,0,
880,1777427247.043253,1.902,2.054,,41.333,,32.475,4.512,,active,tracking,101.25,,,,0,
881,1777427247.079361,2.036,2.017,,35.965,,31.585,0.005,,active,tracking,70.60,,,,0,
882,1777427247.118701,1.989,2.020,,39.181,,34.557,0.010,,active,tracking,76.58,,,,0,
883,1777427247.161441,3.368,2.078,,42.516,,32.079,4.598,,active,tracking,85.96,,,,0,
884,1777427247.198365,2.141,2.141,,36.772,,32.137,0.006,,active,tracking,89.53,,,,0,
885,1777427247.235993,2.144,2.088,,37.486,,32.633,0.005,,active,tracking,93.81,,,,0,
886,1777427247.276992,2.131,1.998,,40.877,,31.935,4.486,,active,tracking,68.08,,,,0,
887,1777427247.313039,2.034,1.995,,35.903,,31.547,0.005,,active,tracking,70.75,,,,0,
888,1777427247.349068,1.982,2.010,,35.887,,31.569,0.006,,active,tracking,73.42,,,,0,
889,1777427247.389671,1.964,2.004,,40.458,,31.519,4.634,,active,tracking,80.64,,,,0,
890,1777427247.426381,2.114,2.140,,36.563,,31.964,0.006,,active,tracking,83.99,,,,0,
891,1777427247.463266,2.059,2.114,,36.733,,32.218,0.006,,active,tracking,87.52,,,,0,
892,1777427247.505813,2.121,2.320,,42.395,,32.727,4.915,,active,tracking,96.71,,,,0,
893,1777427247.542137,1.971,2.060,,36.185,,31.832,0.005,,active,tracking,66.28,,,,0,
894,1777427247.578261,1.962,2.065,,35.983,,31.629,0.004,,active,tracking,69.06,,,,0,
895,1777427247.618774,1.946,2.065,,40.366,,31.504,4.520,,active,tracking,76.21,,,,0,
896,1777427247.655124,2.000,2.080,,36.207,,31.784,0.006,,active,tracking,79.19,,,,0,
897,1777427247.691690,2.015,2.114,,36.419,,31.949,0.005,,active,tracking,82.39,,,,0,
898,1777427247.733156,2.132,2.093,,41.318,,32.068,4.684,,active,tracking,90.51,,,,0,
899,1777427247.770303,2.052,1.990,,37.006,,32.621,0.004,,active,tracking,94.28,,,,0,
900,1777427247.808674,2.206,2.149,,36.491,,31.810,0.005,,active,tracking,65.93,,,,0,
901,1777427247.849654,1.985,2.033,,40.834,,31.801,4.684,,active,tracking,73.54,,,,0,
902,1777427247.885876,2.001,2.060,,36.081,,31.695,0.006,,active,tracking,76.39,,,,0,
903,1777427247.922506,1.919,2.413,,36.486,,31.809,0.006,,active,tracking,79.65,,,,0,
904,1777427247.963781,2.034,2.137,,41.134,,31.977,4.637,,active,tracking,87.57,,,,0,
905,1777427248.001686,2.278,2.393,,37.754,,32.763,0.005,,active,tracking,92.11,,,,0,
906,1777427248.038694,1.910,2.073,,36.787,,32.482,0.004,,active,tracking,95.73,,,,0,
907,1777427248.079640,1.861,2.043,,40.625,,31.778,4.609,,active,tracking,69.97,,,,0,
908,1777427248.119918,2.047,1.995,,40.121,,35.462,0.008,,active,tracking,76.86,,,,0,
909,1777427248.157032,2.527,2.105,,36.888,,31.916,0.004,,active,tracking,80.63,,,,0,
910,1777427248.197968,2.041,2.086,,40.792,,31.720,4.607,,active,tracking,88.18,,,,0,
911,1777427248.235545,2.123,2.112,,37.427,,32.863,0.005,,active,tracking,92.42,,,,0,
912,1777427248.272471,1.991,1.973,,36.724,,32.435,0.005,,active,tracking,95.98,,,,0,
913,1777427248.313233,1.887,2.015,,40.462,,31.710,4.514,,active,tracking,70.01,,,,0,
914,1777427248.349407,1.993,2.069,,35.930,,31.548,0.005,,active,tracking,72.77,,,,0,
915,1777427248.385583,1.930,2.122,,36.038,,31.607,0.006,,active,tracking,75.64,,,,0,
916,1777427248.426517,1.987,2.166,,40.786,,31.668,4.617,,active,tracking,83.19,,,,0,
917,1777427248.463313,2.125,2.114,,36.635,,32.050,0.006,,active,tracking,86.62,,,,0,
918,1777427248.500310,2.132,2.137,,36.845,,32.227,0.005,,active,tracking,90.26,,,,0,
919,1777427248.542691,2.529,2.010,,42.234,,32.423,4.659,,active,tracking,99.29,,,,0,
920,1777427248.578658,1.993,2.057,,35.825,,31.449,0.004,,active,tracking,68.52,,,,0,
921,1777427248.614805,1.944,2.053,,36.004,,31.679,0.005,,active,tracking,71.29,,,,0,
922,1777427248.655318,1.925,2.049,,40.365,,31.500,4.553,,active,tracking,78.44,,,,0,
923,1777427248.691939,2.140,2.076,,36.471,,31.920,0.004,,active,tracking,81.69,,,,0,
924,1777427248.728534,2.107,2.066,,36.446,,31.929,0.005,,active,tracking,84.93,,,,0,
925,1777427248.770480,2.112,2.078,,41.798,,32.494,4.771,,active,tracking,93.52,,,,0,
926,1777427248.807041,1.904,2.055,,36.423,,32.142,0.005,,active,tracking,63.36,,,,0,
927,1777427248.843274,1.902,2.096,,36.090,,31.768,0.004,,active,tracking,66.22,,,,0,
928,1777427248.883732,1.989,2.010,,40.314,,31.459,4.531,,active,tracking,73.32,,,,0,
929,1777427248.919898,2.033,2.015,,36.019,,31.649,0.004,,active,tracking,76.12,,,,0,
930,1777427248.956208,1.970,2.195,,36.165,,31.659,0.007,,active,tracking,79.05,,,,0,
931,1777427248.997638,2.070,2.081,,41.282,,31.929,4.866,,active,tracking,87.12,,,,0,
932,1777427249.035766,2.135,2.922,,37.979,,32.589,0.004,,active,tracking,91.89,,,,0,
933,1777427249.072720,1.987,1.973,,36.751,,32.457,0.004,,active,tracking,95.47,,,,0,
934,1777427249.114114,1.895,2.002,,41.096,,32.226,4.592,,active,tracking,70.14,,,,0,
935,1777427249.152977,1.999,2.115,,38.721,,34.276,0.005,,active,tracking,75.64,,,,0,
936,1777427249.190548,2.008,2.076,,37.425,,32.992,0.005,,active,tracking,79.85,,,,0,
937,1777427249.232026,2.030,2.136,,41.338,,32.100,4.727,,active,tracking,87.96,,,,0,
938,1777427249.269640,2.313,2.313,,37.459,,32.474,0.005,,active,tracking,92.21,,,,0,
939,1777427249.306579,1.968,2.013,,36.770,,32.397,0.006,,active,tracking,95.76,,,,0,
940,1777427249.347458,1.861,2.036,,40.606,,31.804,4.579,,active,tracking,69.94,,,,0,
941,1777427249.383682,2.041,2.006,,36.078,,31.703,0.006,,active,tracking,72.79,,,,0,
942,1777427249.419798,1.981,2.033,,35.970,,31.631,0.005,,active,tracking,75.55,,,,0,
943,1777427249.460564,1.988,1.977,,40.620,,31.688,4.647,,active,tracking,82.94,,,,0,
944,1777427249.497272,2.166,2.062,,36.555,,31.981,0.004,,active,tracking,86.27,,,,0,
945,1777427249.534202,2.060,2.241,,36.730,,32.086,0.006,,active,tracking,89.85,,,,0,
946,1777427249.576261,2.137,2.082,,41.922,,32.456,4.686,,active,tracking,98.55,,,,0,
947,1777427249.612186,1.985,1.989,,35.782,,31.479,0.005,,active,tracking,67.75,,,,0,
948,1777427249.648218,1.988,2.010,,35.887,,31.565,0.005,,active,tracking,70.42,,,,0,
949,1777427249.689134,1.994,2.041,,40.770,,31.876,4.534,,active,tracking,77.95,,,,0,
950,1777427249.725851,2.142,2.097,,36.579,,32.014,0.005,,active,tracking,81.30,,,,0,
951,1777427249.762419,1.924,2.092,,36.427,,32.069,0.005,,active,tracking,84.51,,,,0,
952,1777427249.803988,2.067,2.115,,41.421,,32.278,4.619,,active,tracking,92.73,,,,0,
953,1777427249.840753,1.931,2.025,,36.637,,32.358,0.005,,active,tracking,62.77,,,,0,
954,1777427249.877089,1.952,2.028,,36.192,,31.884,0.004,,active,tracking,65.74,,,,0,
955,1777427249.917741,1.968,2.013,,40.474,,31.535,4.627,,active,tracking,73.02,,,,0,
956,1777427249.953863,2.007,2.050,,35.978,,31.593,0.006,,active,tracking,75.76,,,,0,
957,1777427249.990417,1.935,2.344,,36.416,,31.800,0.005,,active,tracking,78.96,,,,0,
958,1777427250.031522,2.021,2.134,,40.962,,31.872,4.592,,active,tracking,86.71,,,,0,
959,1777427250.068404,2.158,2.114,,36.721,,32.101,0.004,,active,tracking,90.22,,,,0,
960,1777427250.108319,2.164,2.213,,37.281,,32.566,0.006,,active,tracking,63.41,,,,0,
961,1777427250.152224,2.158,2.041,,43.754,,34.611,4.605,,active,tracking,73.94,,,,0,
962,1777427250.188574,2.057,2.000,,36.202,,31.817,0.004,,active,tracking,76.94,,,,0,
963,1777427250.225168,1.959,2.066,,36.449,,32.083,0.005,,active,tracking,80.16,,,,0,
964,1777427250.266565,2.032,2.149,,41.255,,32.109,4.615,,active,tracking,88.19,,,,0,
965,1777427250.304215,2.224,2.334,,37.501,,32.607,0.005,,active,tracking,92.49,,,,0,
966,1777427250.341126,1.949,1.994,,36.705,,32.438,0.005,,active,tracking,96.04,,,,0,
967,1777427250.382131,1.871,2.049,,40.658,,31.773,4.585,,active,tracking,70.30,,,,0,
968,1777427250.418466,2.004,2.043,,36.192,,31.815,0.005,,active,tracking,73.28,,,,0,
969,1777427250.454579,1.936,2.062,,35.967,,31.645,0.004,,active,tracking,76.03,,,,0,
970,1777427250.495477,1.945,2.222,,40.751,,31.668,4.569,,active,tracking,83.56,,,,0,
971,1777427250.532481,2.159,2.064,,36.854,,32.285,0.004,,active,tracking,87.20,,,,0,
972,1777427250.569796,2.092,2.146,,37.165,,32.378,0.005,,active,tracking,91.16,,,,0,
973,1777427250.611475,2.037,2.016,,41.552,,32.454,4.741,,active,tracking,99.47,,,,0,
974,1777427250.647536,2.058,2.034,,35.918,,31.496,0.006,,active,tracking,68.80,,,,0,
975,1777427250.683753,1.998,2.007,,36.070,,31.738,0.004,,active,tracking,71.65,,,,0,
976,1777427250.724547,1.978,2.021,,40.646,,31.718,4.596,,active,tracking,79.06,,,,0,
977,1777427250.761102,2.087,2.073,,36.407,,31.909,0.005,,active,tracking,82.26,,,,0,
978,1777427250.797864,2.120,2.125,,36.611,,32.029,0.006,,active,tracking,85.65,,,,0,
979,1777427250.839680,2.058,2.221,,41.670,,32.235,4.803,,active,tracking,94.12,,,,0,
980,1777427250.876167,1.944,2.009,,36.348,,32.071,0.004,,active,tracking,63.88,,,,0,
981,1777427250.912353,1.961,2.032,,36.043,,31.728,0.004,,active,tracking,66.70,,,,0,
982,1777427250.953015,1.972,2.013,,40.514,,31.666,4.534,,active,tracking,73.99,,,,0,
983,1777427250.989414,2.059,2.035,,36.253,,31.789,0.004,,active,tracking,76.99,,,,0,
984,1777427251.025581,1.915,2.127,,36.026,,31.617,0.005,,active,tracking,79.82,,,,0,
985,1777427251.067028,2.016,2.127,,41.306,,32.099,4.716,,active,tracking,87.90,,,,0,
986,1777427251.104832,2.339,2.327,,37.652,,32.588,0.005,,active,tracking,92.36,,,,0,
987,1777427251.144751,2.129,2.674,,39.750,,34.622,0.005,,active,tracking,98.88,,,,0,
988,1777427251.185512,1.955,2.031,,40.617,,31.790,4.510,,active,tracking,72.93,,,,0,
989,1777427251.221811,2.006,2.045,,36.157,,31.783,0.004,,active,tracking,75.88,,,,0,
990,1777427251.258234,1.910,2.352,,36.282,,31.681,0.006,,active,tracking,78.93,,,,0,
991,1777427251.299464,2.007,2.106,,41.082,,31.938,4.687,,active,tracking,86.79,,,,0,
992,1777427251.336569,2.182,2.267,,36.953,,32.159,0.004,,active,tracking,90.54,,,,0,
993,1777427251.373946,2.172,2.001,,37.062,,32.372,0.005,,active,tracking,94.55,,,,0,
994,1777427251.415262,2.158,2.050,,41.193,,32.170,4.489,,active,tracking,69.14,,,,0,
995,1777427251.451252,2.031,2.012,,35.850,,31.487,0.006,,active,tracking,71.75,,,,0,
996,1777427251.487408,1.932,2.079,,36.012,,31.675,0.005,,active,tracking,74.56,,,,0,
997,1777427251.528147,1.981,2.026,,40.593,,31.656,4.594,,active,tracking,81.91,,,,0,
998,1777427251.565023,2.195,2.057,,36.721,,32.134,0.005,,active,tracking,85.43,,,,0,
999,1777427251.602000,2.098,2.132,,36.826,,32.246,0.006,,active,tracking,89.04,,,,0,
1000,1777427251.644183,2.286,2.092,,42.025,,32.429,4.850,,active,tracking,97.87,,,,0,
1001,1777427251.680509,2.015,2.014,,36.184,,31.835,0.005,,active,tracking,67.47,,,,0,
1002,1777427251.716710,1.968,2.016,,36.034,,31.723,0.004,,active,tracking,70.31,,,,0,
1003,1777427251.757635,1.976,2.033,,40.780,,31.846,4.598,,active,tracking,77.85,,,,0,
1004,1777427251.794184,2.075,2.125,,36.406,,31.870,0.005,,active,tracking,81.04,,,,0,
1005,1777427251.830815,2.036,2.119,,36.484,,31.989,0.005,,active,tracking,84.31,,,,0,
1006,1777427251.872263,2.054,2.123,,41.299,,32.191,4.588,,active,tracking,92.40,,,,0,
1007,1777427251.909156,1.903,2.010,,36.628,,32.396,0.005,,active,tracking,62.57,,,,0,
1008,1777427251.945295,1.968,2.002,,35.996,,31.702,0.005,,active,tracking,65.33,,,,0,
1009,1777427251.985935,1.870,2.002,,40.454,,31.570,4.643,,active,tracking,72.61,,,,0,
1010,1777427252.022189,2.020,2.071,,36.111,,31.693,0.005,,active,tracking,75.50,,,,0,
1011,1777427252.058392,1.932,2.074,,36.059,,31.723,0.005,,active,tracking,78.32,,,,0,
1012,1777427252.099529,2.009,2.107,,40.991,,31.887,4.646,,active,tracking,86.11,,,,0,
1013,1777427252.140200,2.182,2.104,,40.514,,35.875,0.005,,active,tracking,93.42,,,,0,
1014,1777427252.176976,1.904,2.023,,36.575,,32.208,0.004,,active,tracking,96.83,,,,0,
1015,1777427252.217893,1.887,2.015,,40.786,,31.897,4.654,,active,tracking,71.02,,,,0,
1016,1777427252.253878,1.994,2.090,,35.842,,31.432,0.005,,active,tracking,73.64,,,,0,
1017,1777427252.290085,1.948,2.143,,36.065,,31.643,0.004,,active,tracking,76.47,,,,0,
1018,1777427252.331128,1.924,2.179,,40.895,,31.825,4.624,,active,tracking,84.15,,,,0,
1019,1777427252.368160,2.180,2.083,,36.877,,32.265,0.006,,active,tracking,87.82,,,,0,
1020,1777427252.407869,2.502,2.328,,37.975,,32.851,0.004,,active,tracking,94.18,,,,0,
1021,1777427252.449544,2.062,1.997,,41.550,,32.522,4.636,,active,tracking,69.12,,,,0,
1022,1777427252.485582,1.991,2.067,,35.897,,31.464,0.005,,active,tracking,71.79,,,,0,
1023,1777427252.521861,1.934,2.062,,36.141,,31.821,0.005,,active,tracking,74.71,,,,0,
1024,1777427252.562487,1.936,2.039,,40.483,,31.632,4.528,,active,tracking,81.95,,,,0,
1025,1777427252.598881,2.130,2.107,,36.245,,31.658,0.005,,active,tracking,84.98,,,,0,
1026,1777427252.636169,2.059,2.127,,37.139,,32.613,0.005,,active,tracking,88.91,,,,0,
1027,1777427252.678473,2.103,2.320,,42.152,,32.440,4.921,,active,tracking,97.85,,,,0,
1028,1777427252.714449,1.967,2.043,,35.834,,31.495,0.004,,active,tracking,67.11,,,,0,
1029,1777427252.750571,1.915,2.062,,35.984,,31.679,0.005,,active,tracking,69.87,,,,0,
1030,1777427252.791263,1.938,2.068,,40.545,,31.679,4.529,,active,tracking,77.17,,,,0,
1031,1777427252.827699,2.021,2.075,,36.293,,31.857,0.006,,active,tracking,80.26,,,,0,
1032,1777427252.864309,2.025,2.085,,36.467,,32.012,0.005,,active,tracking,83.49,,,,0,
1033,1777427252.906011,2.106,2.092,,41.552,,32.154,4.858,,active,tracking,91.85,,,,0,
1034,1777427252.942945,2.161,2.021,,36.810,,32.308,0.004,,active,tracking,62.05,,,,0,
1035,1777427252.979209,1.925,2.051,,36.121,,31.824,0.005,,active,tracking,64.95,,,,0,
1036,1777427253.019657,1.924,2.085,,40.304,,31.471,4.498,,active,tracking,72.04,,,,0,
1037,1777427253.056133,2.042,2.012,,36.327,,31.941,0.006,,active,tracking,75.15,,,,0,
1038,1777427253.092198,1.990,1.991,,35.919,,31.625,0.005,,active,tracking,77.82,,,,0,
1039,1777427253.136605,2.059,2.086,,44.258,,35.030,4.732,,active,tracking,88.88,,,,0,
1040,1777427253.174083,2.156,2.317,,37.329,,32.529,0.005,,active,tracking,92.99,,,,0,
1041,1777427253.210936,1.910,2.066,,36.719,,32.418,0.005,,active,tracking,96.47,,,,0,
1042,1777427253.251730,1.855,2.074,,40.487,,31.722,4.510,,active,tracking,70.53,,,,0,
1043,1777427253.287872,2.041,2.028,,35.998,,31.601,0.006,,active,tracking,73.33,,,,0,
1044,1777427253.323930,1.989,2.016,,35.914,,31.583,0.004,,active,tracking,76.03,,,,0,
1045,1777427253.364929,1.960,2.190,,40.852,,31.695,4.664,,active,tracking,83.65,,,,0,
1046,1777427253.401765,2.171,2.085,,36.678,,32.035,0.005,,active,tracking,87.13,,,,0,
1047,1777427253.438944,2.065,2.130,,37.037,,32.352,0.004,,active,tracking,90.96,,,,0,
1048,1777427253.480565,2.143,2.030,,41.486,,32.433,4.475,,active,tracking,99.20,,,,0,
1049,1777427253.516729,2.063,2.015,,35.955,,31.546,0.004,,active,tracking,68.64,,,,0,
1050,1777427253.552821,1.984,2.015,,35.945,,31.623,0.006,,active,tracking,71.36,,,,0,
1051,1777427253.593455,1.969,2.012,,40.488,,31.578,4.591,,active,tracking,78.61,,,,0,
1052,1777427253.630031,2.079,2.120,,36.429,,31.893,0.006,,active,tracking,81.85,,,,0,
1053,1777427253.666774,2.037,2.114,,36.596,,32.106,0.005,,active,tracking,85.21,,,,0,
1054,1777427253.708614,2.053,2.260,,41.693,,32.403,4.636,,active,tracking,93.68,,,,0,
1055,1777427253.745055,1.951,1.999,,36.307,,32.033,0.005,,active,tracking,63.41,,,,0,
1056,1777427253.781254,1.942,2.035,,36.055,,31.753,0.006,,active,tracking,66.24,,,,0,
1057,1777427253.822166,1.950,2.062,,40.723,,31.749,4.583,,active,tracking,73.79,,,,0,
1058,1777427253.858340,2.007,2.054,,36.030,,31.641,0.005,,active,tracking,76.61,,,,0,
1059,1777427253.894889,1.945,2.167,,36.403,,31.953,0.004,,active,tracking,79.78,,,,0,
1060,1777427253.936151,2.047,2.108,,41.116,,31.966,4.647,,active,tracking,87.69,,,,0,
1061,1777427253.973973,2.261,2.383,,37.675,,32.717,0.004,,active,tracking,92.15,,,,0,
1062,1777427254.011037,1.956,2.042,,36.914,,32.511,0.006,,active,tracking,95.82,,,,0,
1063,1777427254.051843,1.851,2.033,,40.539,,31.779,4.545,,active,tracking,69.92,,,,0,
1064,1777427254.087908,2.048,2.063,,35.923,,31.484,0.005,,active,tracking,72.62,,,,0,
1065,1777427254.127896,1.990,2.034,,39.842,,35.480,0.005,,active,tracking,79.24,,,,0,
1066,1777427254.169337,1.949,2.212,,41.295,,32.063,4.722,,active,tracking,87.30,,,,0,
1067,1777427254.207519,2.143,2.663,,37.972,,32.764,0.006,,active,tracking,92.10,,,,0,
1068,1777427254.244929,1.960,2.012,,37.241,,32.654,0.005,,active,tracking,96.19,,,,0,
1069,1777427254.286060,2.183,2.019,,41.003,,31.831,4.585,,active,tracking,70.58,,,,0,
1070,1777427254.322230,2.008,2.054,,36.025,,31.630,0.005,,active,tracking,73.39,,,,0,
1071,1777427254.358328,1.943,2.052,,35.952,,31.636,0.005,,active,tracking,76.13,,,,0,
1072,1777427254.399284,1.900,2.242,,40.806,,31.714,4.597,,active,tracking,83.70,,,,0,
1073,1777427254.436338,2.181,2.078,,36.902,,32.298,0.005,,active,tracking,87.40,,,,0,
1074,1777427254.473410,2.112,2.027,,36.920,,32.272,0.004,,active,tracking,91.12,,,,0,
1075,1777427254.515138,2.013,2.040,,41.600,,32.490,4.734,,active,tracking,99.48,,,,0,
1076,1777427254.551231,2.012,2.058,,35.949,,31.550,0.005,,active,tracking,68.84,,,,0,
1077,1777427254.587354,1.931,2.083,,35.975,,31.635,0.005,,active,tracking,71.60,,,,0,
1078,1777427254.628210,1.991,2.046,,40.708,,31.775,4.563,,active,tracking,79.08,,,,0,
1079,1777427254.664735,2.127,2.101,,36.377,,31.810,0.005,,active,tracking,82.23,,,,0,
1080,1777427254.704184,2.356,2.125,,37.438,,32.618,0.006,,active,tracking,88.33,,,,0,
1081,1777427254.747221,2.334,2.319,,42.885,,32.838,5.033,,active,tracking,98.01,,,,0,
1082,1777427254.783163,1.978,2.047,,35.797,,31.440,0.005,,active,tracking,67.22,,,,0,
1083,1777427254.819447,1.921,2.052,,36.142,,31.844,0.005,,active,tracking,70.14,,,,0,
1084,1777427254.860129,1.987,2.012,,40.536,,31.666,4.548,,active,tracking,77.44,,,,0,
1085,1777427254.896651,2.062,2.056,,36.375,,31.915,0.004,,active,tracking,80.60,,,,0,
1086,1777427254.933165,2.073,2.082,,36.373,,31.879,0.005,,active,tracking,83.76,,,,0,
1087,1777427254.974806,2.091,2.120,,41.490,,32.159,4.781,,active,tracking,92.05,,,,0,
1088,1777427255.011554,1.876,2.121,,36.618,,32.294,0.005,,active,tracking,62.06,,,,0,
1089,1777427255.047791,1.955,2.024,,36.095,,31.792,0.005,,active,tracking,64.93,,,,0,
1090,1777427255.088205,1.956,2.025,,40.267,,31.444,4.509,,active,tracking,71.98,,,,0,
1091,1777427255.127546,2.054,2.018,,39.193,,34.792,0.004,,active,tracking,77.96,,,,0,
1092,1777427255.164084,2.084,2.041,,36.394,,31.937,0.005,,active,tracking,81.11,,,,0,
1093,1777427255.205815,2.094,2.074,,41.576,,32.296,4.760,,active,tracking,89.47,,,,0,
1094,1777427255.243770,2.388,2.149,,37.793,,32.738,0.004,,active,tracking,94.10,,,,0,
1095,1777427255.280502,2.181,1.990,,36.609,,32.122,0.005,,active,tracking,64.09,,,,0,
1096,1777427255.321131,1.948,2.020,,40.451,,31.661,4.491,,active,tracking,71.35,,,,0,
1097,1777427255.357284,2.054,1.996,,36.006,,31.585,0.005,,active,tracking,74.14,,,,0,
1098,1777427255.393516,1.938,2.057,,36.029,,31.663,0.009,,active,tracking,77.01,,,,0,
1099,1777427255.434342,1.938,2.123,,40.695,,31.652,4.630,,active,tracking,84.45,,,,0,
1100,1777427255.471221,2.140,2.111,,36.730,,32.134,0.004,,active,tracking,87.97,,,,0,
1101,1777427255.508555,2.091,2.124,,37.182,,32.643,0.005,,active,tracking,91.95,,,,0,
1102,1777427255.550208,1.952,2.004,,41.416,,32.415,4.690,,active,tracking,100.25,,,,0,
1103,1777427255.586372,1.994,2.041,,36.025,,31.664,0.004,,active,tracking,69.68,,,,0,
1104,1777427255.622356,1.931,2.037,,35.838,,31.550,0.004,,active,tracking,72.30,,,,0,
1105,1777427255.663279,1.930,2.059,,40.776,,31.833,4.617,,active,tracking,79.84,,,,0,
1106,1777427255.699892,2.124,2.080,,36.466,,31.925,0.005,,active,tracking,83.09,,,,0,
1107,1777427255.736827,2.111,2.092,,36.781,,32.242,0.006,,active,tracking,86.65,,,,0,
1108,1777427255.778872,2.089,2.114,,41.895,,32.312,5.039,,active,tracking,95.33,,,,0,
1109,1777427255.815136,1.949,2.040,,36.124,,31.816,0.006,,active,tracking,64.89,,,,0,
1110,1777427255.851068,1.902,2.051,,35.794,,31.516,0.004,,active,tracking,67.46,,,,0,
1111,1777427255.891902,1.935,2.095,,40.687,,31.743,4.585,,active,tracking,74.93,,,,0,
1112,1777427255.928033,2.063,2.007,,35.983,,31.586,0.006,,active,tracking,77.69,,,,0,
1113,1777427255.964485,2.005,2.052,,36.310,,31.924,0.004,,active,tracking,80.78,,,,0,
1114,1777427256.005786,2.045,2.103,,41.156,,31.996,4.668,,active,tracking,88.71,,,,0,
1115,1777427256.043273,2.133,2.317,,37.339,,32.551,0.005,,active,tracking,92.84,,,,0,
1116,1777427256.080173,1.860,2.055,,36.713,,32.475,0.006,,active,tracking,96.37,,,,0,
1117,1777427256.126209,1.902,2.003,,45.729,,36.845,4.593,,active,tracking,75.66,,,,0,
1118,1777427256.162935,1.988,2.345,,36.580,,31.908,0.007,,active,tracking,79.04,,,,0,
1119,1777427256.199429,2.037,2.112,,36.349,,31.861,0.005,,active,tracking,82.14,,,,0,
1120,1777427256.241139,2.115,2.048,,41.560,,32.439,4.619,,active,tracking,90.53,,,,0,
1121,1777427256.278389,2.123,2.041,,37.123,,32.648,0.005,,active,tracking,94.41,,,,0,
1122,1777427256.315245,2.034,2.035,,36.725,,32.338,0.006,,active,tracking,64.53,,,,0,
1123,1777427256.355617,1.899,2.001,,40.229,,31.380,4.612,,active,tracking,71.53,,,,0,
1124,1777427256.391831,2.024,2.034,,36.069,,31.681,0.005,,active,tracking,74.39,,,,0,
1125,1777427256.427965,1.984,1.996,,35.992,,31.708,0.005,,active,tracking,77.17,,,,0,
1126,1777427256.468884,1.988,2.082,,40.784,,31.801,4.572,,active,tracking,84.71,,,,0,
1127,1777427256.505877,2.152,2.071,,36.837,,32.269,0.006,,active,tracking,88.33,,,,0,
1128,1777427256.543405,2.127,2.392,,37.383,,32.551,0.004,,active,tracking,92.51,,,,0,
1129,1777427256.584848,1.968,1.988,,41.213,,32.398,4.527,,active,tracking,100.58,,,,0,
1130,1777427256.621051,2.013,2.010,,36.063,,31.714,0.005,,active,tracking,70.05,,,,0,
